context,label
-65411887 26441300 83030956 -44060369 ,1
-2907 -62944 92021 ,1
-330 6166 -6000 4972 5517 ,0
9313004 -4295417 -501758 ,1
-381458908 -273692861 -321132510 19242867 -390588549 ,0
-35981 -67196 418209 431058 ,0
4537485 -4392543 29213 -7437081 ,1
-22495 -37427 -39981 50229 ,0
-163100 89218 -526118 ,1
-8330 5074 3912 632 -1688 ,1
-6994902 5662177 2207110 -3663411 2161571 ,0
4383132 180416019 -638555834 -117210547 -420372555 ,0
2705885 -4248296 -5679945 -3317373 ,0
33904369 -12806214 -21098155 ,1
266693 5603795 -270732 ,1
-1133 7557 -1894 -4530 ,1
-909799 -111368 804137 168601 ,0
-2712917 101517 -3100052 5711452 ,1
-29909106 -1065178 31838109 -46227867 927089 ,0
88277321 41404000 -28616743 -32986492 32815513 ,0
-20566856 12112946 -50396503 -1781207 -48384870 ,1
-54002 73275 -4449 60829 ,0
53823965 460192818 112417131 -193596687 ,0
-5774 -6975 6753 -5617 11613 ,1
1954 10630 -2318 -360 -3707 ,0
-4522 64 -1943 ,1
-409572 19028 848072 -318642 ,0
-832932328 -86656058 13341369 906247017 ,1
-69922548 7205888 29987414 47977366 -33248120 ,1
72685448 -8805416 -4159715 -59725317 ,1
437705 -34528 1039435 -447662 -684190 ,1
1509240 -1136653 513011 ,0
-3588 205 -964 -3469 -1301 ,0
26766565 -60224721 110624328 ,0
39521 -53069 -31288 68342 ,0
2351 -80 5361 4306 -3045 ,0
-742959416 -59153528 802112944 ,1
-104133888 212661358 -8527470 ,1
-5039 3699 8577 ,0
-5012 -369 5381 ,1
343296519 242353588 -528044772 -57605335 ,1
-10344 -506 6305 -2760 ,0
8922074 534752 2397333 -1495203 ,0
-760181 2613 431249 ,0
-1073176 10827935 734885 -7361705 ,0
-2750876 3629243 -3975895 -2651137 ,0
-2868046 -29009957 -40875713 98566138 ,1
-1444 89 -7956 3505 ,0
581378 -5903650 -8704050 6007884 ,0
49387317 -423650300 374262983 ,1
-11113 53704 67598 4193 -114382 ,1
7978 -34239 -25133 -20414 ,1
-530 169 7588 -4349 -1201 ,0
-219 -1237 4456 ,1
-976365 -2337642 2814007 ,1
10421 -3105 9400 -6123 -7070 ,0
-1020 7166 -2419 7500 -1122 ,1
-510751163 474363912 164625839 -763611190 559612142 ,0
-33475 -306252 -35741 -542501 1073771 ,0
568238574 96503324 211114255 -857088588 -18767565 ,1
140944315 878194299 -10450059 369720378 -112836 ,0
141457 -409560 268103 ,1
70784 -80558 96487 59001 -22402 ,0
456448549 19026974 1927853 -111801025 -4868910 ,0
-3118348 -4839101 3162644 -23068997 ,1
2877 10291 -13168 ,1
5820967 -1204824 6662454 -824272 ,0
-81173 21858 59315 ,1
396074 -618532 404931 ,0
-437871649 107939016 5542790 -242345605 ,0
-4215 8333 -4118 ,1
88683 284977 -182907 -390753 ,1
206436751 -419916560 363675334 -150195525 ,1
399132 -430770 375342 ,0
3241 -7428 7167 3719 -2633 ,0
77676 9100 -64059 -47638 24921 ,1
-687 4003 3038 2646 ,1
-7231048 5211645 883151 9138847 -8002595 ,1
-63676227 -1028356 723293973 632619430 -791408820 ,1
-44827791 3655873 31467191 -23198135 ,1
105108 3408896 -2296585 -920201 ,0
-1916 -157 2608 -535 ,1
-272 6025 -6171 -108 5252 ,0
-187549992 -503072968 713701820 ,0
71114 -200500 6390 -28430 ,0
-86043 94856 170072 203790 -23633 ,0
-2948 -7312 859 ,1
-622563467 -500353820 868354707 645695258 -391132678 ,1
-34787954 -5139728 29664322 -58237201 90463229 ,0
-60662 92280 -31618 ,1
-81308422 -32695797 -61241050 82482295 84161791 ,0
-94 43265 -79793 49767 10855 ,1
-41547 39010 2537 ,1
62386 -106692 44306 ,1
470160 -721432 251272 ,1
-487654248 -124063137 293611703 318105682 ,1
523690 -949016 357823 67503 ,1
-29821512 -28284973 38091833 -23612291 ,0
91310 -55880 9737 -45167 ,1
-29225 1036 70424 -16816 -25419 ,1
-239 -175052 99005 ,1
901797 -373074 -2528723 ,1
131832868 -860728501 -252055182 90976146 ,0
24455223 6871523 -75487261 -2482265 -45685087 ,0
-4604 -1978 3217 3365 ,1
-633432 681225 -49793 ,1
-840465 -2716771 595931 -5287828 249133 ,1
-90105181 73544544 65090195 -566653 8135772 ,1
-426595279 875635016 -388065980 -60973757 ,1
82300 81047 -33654 -79114 -50579 ,1
-5966 -1771 4948 ,0
24976533 -41802904 19094324 37808658 -40076611 ,1
3419272 -80454566 29435040 -9494473 86261278 ,1
1164519249 14174155 -487827191 -487966122 ,0
-155436 -456558 597986 ,0
79785743 58003546 -14572714 -39824424 -39803613 ,0
-5263683 -31535162 -46330530 ,0
-9010094 -3646254 59909645 67603944 -52040955 ,1
1947869 2420601 -27490574 -51252805 ,0
-51591912 10893471 9705521 65939425 -11617661 ,0
570991130 222683596 -39401459 -557230542 -1747304 ,0
-51407 -342697 856776 ,1
541845 -4869847 321386 3006616 ,1
-473678356 -181697091 -135180417 ,0
-373982 -3734056 2794511 8601159 ,0
-32395302 63984647 -83886464 -6666858 ,0
-7453 -7652 107 5266 -879 ,1
65541895 -30082352 -1883000 -23110935 -512602 ,1
176105 233252 -370954 98246 ,0
490670 -314528 812455 -24574 -742857 ,1
-3293669 38223757 -69789366 ,0
-14993 -165564 245034 -64477 ,1
456393681 -620263303 163869622 ,1
-117147 655 -65859 74456 ,1
-255177382 -94278559 -754640645 841053169 17703018 ,0
-31132 59205 -28073 ,1
7036 328 -7780 -4832 1404 ,0
752113 3746885 -2392685 -3662680 5429393 ,0
6292177 -228316447 -375925378 371599496 855684656 ,0
5236221 -8787173 3834151 -249187 -34012 ,1
-462654 26838 127627 740287 -673644 ,1
-679 -1279 6587 -655 2139 ,1
594685 -414738 7059 -230399 -36567 ,1
-10377328 3760742 6406014 210572 ,1
5912 -31313 13815 -50203 -112 ,0
-310055424 -101564608 -41469157 -122022728 590725061 ,0
70209 -2679 -68130 ,1
-57633053 -46879578 70221961 18637075 15653595 ,1
62377431 217099455 -111392787 -59541117 -108542682 ,1
404 4290 -2594 -5849 ,0
13388 6236 -19624 ,1
-9628277 46442699 -3681442 ,1
5318877 1618685 -6937562 ,1
-5401 -3023 76907 76993 -58269 ,1
-5504 11232 -5728 ,1
-149863 235507 -448156 205358 460132 ,0
-845932 -6093946 8736970 4503369 -6300461 ,1
-248076 -164368 -724645 261640 ,1
10330 -4191 -39 ,1
-875627 350785 466845 525042 ,0
16688 11122 -27810 ,1
56592 72735 -1351 -47483 -25320 ,0
498373 -82770 7535 711618 ,0
-656401 603054 4959739 ,0
-1453303 -3909326 498243 2459168 -1136387 ,0
-720523 1574842 -193582 779894 -3717439 ,1
20172863 -88244844 30212725 457907 -87639600 ,0
-7006 5349 -6872 8529 ,1
-22885 -24199 47084 ,1
10846604 -7035848 -3278814 -2198788 ,0
2910 -1014 4399 -6295 ,1
53384 27468 -87902 29328 -64854 ,0
350466 -48693 -449177 779717 -348670 ,0
-669212270 794465722 793447082 -504497011 -414203523 ,1
77105460 5555525 -19562330 -46480406 ,0
-693190861 614152941 550825480 ,0
-509421007 1091075113 -81654106 ,1
165844674 -323009405 15716473 ,1
-525150576 -444560485 181173495 ,0
396399 -265128 -131271 ,1
-62737 58103 40894 -4428 -3183 ,1
-6870 -1451 8551 -230 ,1
-98518 7131 1787 ,1
-812162 562295 249867 ,1
984742758 -551763329 -582292255 222309472 ,0
-21024368 -1518974 7754993 12772476 ,0
319730 -390809 127723 ,0
53401083 35984715 -66597361 -7667124 ,0
-956175301 -53399107 35209689 261028133 426448784 ,1
-52096 -707493 236045 ,0
50564 -86863 66338 ,0
5351 953 3952 -6266 -6030 ,0
8535285 4804367 -10293470 -3046182 ,1
-2624702 181574 -2500063 4440120 -149692 ,1
-2067337 -21713 2284467 ,1
-422201402 44934184 -505655650 621379836 518012994 ,0
-3203 4096 -105 ,0
640577963 489044596 -1028318517 -729194332 -211986698 ,0
24302023 7675612 -9234324 31455220 -40170123 ,1
847676306 -10276292 -280181535 -104287641 47069162 ,1
796214117 -796794060 -372483335 373023278 ,1
-10034774 3589550 -10564171 2783433 -72152357 ,0
-290244308 301362281 78348042 ,0
13110 91697 -4385 4715 ,0
748926473 -9279449 723458526 -544440000 ,1
457 908 -4882 5038 ,0
27136 3001472 -3028608 ,1
-4021236 -855476 888371 ,1
-148787830 -121459587 -705772806 387685391 ,0
-6674 797 -10493 5939 5252 ,1
-91958986 32748773 59210213 ,1
49285 -108190 2914 55991 ,1
715803388 -17989094 -599213189 -842879853 744278748 ,1
37885 -89548 0 94279 -172 ,1
78417 -36639 -2256 -39522 ,1
12848 17693 -21721 4516 -31106 ,0
30621261 5532370 -21617732 -57852745 ,0
396002 -257664 -138338 ,1
-1718367 7291292 838025782 66520843 -444654247 ,1
466 -3305 -2579 4548 -3325 ,1
-2823 4962 -4368 ,0
1635064 -7074715 -489873 6896628 -967109 ,1
-27121 -31125 10612 ,0
-1954 5719 -4157 726 -334 ,1
4567 5058 -1177 -4331 ,0
-6667 4534 5560 -7100 ,0
8466203 53819358 -26115448 -31756660 ,0
8978097 443243469 -477694448 ,0
-56546 -25155 69377 -50525 62849 ,1
-2660 -9038 5893 4610 ,0
-11467404 -3985886 346536047 112608480 195388384 ,1
79954 -72457 -7497 ,1
-30 -2065 4487 ,0
-14740630 -830255739 -762223 1082505920 -156747328 ,1
69746269 -4587329 4841060 ,1
566171 -133772 -642531 1117819 -426547 ,0
132 -7860 7728 ,1
-23 2004 1849 ,0
-87363 3551 -67824 ,1
-649 -726 58 ,0
286110146 -827393916 -3854210 ,0
-219198 48183 -249691 -9575 ,0
9301 -7621 -5206 3533 ,0
9183 -2510 -5142 3997 ,0
360713 297649 5857815 -6356438 -3406160 ,1
107804908 -59658320 -48146588 ,1
-674745 90150 30878 453717 ,1
-6546 605 -579 10407 -8624 ,0
309415 -6856538 17016 -5380856 4646154 ,0
17159 -11567 9369 ,0
1502806 4895732 -6398538 ,1
-297558 -449290 6848 ,1
-24929048 -272259417 526552916 -5001011 ,1
64605847 -27297422 -15869 -37016694 -275862 ,1
524364409 297465331 -1229714398 ,0
2411946 -6747080 4567897 -32763 ,1
-19311872 -46108310 759213444 -278818466 ,1
-5251816 983839 3575527 2317843 -2625393 ,1
-42735484 41721933 1013551 ,1
4728608 -7788651 5704892 -318190 ,0
-2595834 -395561 -3097021 3252368 2836048 ,1
-61792571 80545769 -18753198 ,1
3690421 -866305 -434237 ,0
27432022 -2394511 -3253822 75007 ,1
-2197593 7519389 -2704093 -2617703 ,1
55091 -250029 -25444 122784 ,0
-2068210 1957856 -258784 ,0
5514983 -10788351 7645353 -4965521 ,0
-91814 -651946 4483100 3940363 ,0
-40053886 -9844574 75220548 -1482791 14311479 ,0
26517 49891 -76408 ,1
-4085 611 2995 ,0
-25902146 38821386 -21105096 66133736 -57955880 ,1
345966 -296563 826965 ,0
260449 -49766 -393206 ,0
314670 -183769 -130901 ,1
208541567 513497760 -366468159 ,0
-1145391 -35846 657083 540542 306233 ,1
407774364 316434250 -39394896 ,0
-55344924 33590082 -49304581 60981312 -39486811 ,0
2094415 -586710 -1201078 285302 -9591929 ,1
-149972 170778 -402509 -831 382534 ,1
10102600 -602740484 -408841940 ,0
-193 -1435 -109 -1258 2995 ,1
-6072887 301300 -4004676 ,0
4989963 -8293589 -2226411 ,0
-168 7484 -5803 ,1
66379068 73462792 -86613254 -23401953 -84293241 ,0
-443733 815123 132820 ,0
-2028 35942 -56522 ,0
-18289370 -6781694 518915344 164307590 -13815187 ,1
-369536 695381 51309 ,0
990260 589107 -8579367 ,1
5482586 -8418148 -176235 469791 ,1
-240764 -465947 706711 ,1
-2540299 2445801 765563 -6023883 ,0
-7733 -88 6324 ,0
-187888 -412533 776373 ,0
57931990 -126798048 68866058 ,1
453962 6854878 -1171851 -6090324 -46665 ,1
-508631 1044907 -628074 289980 -198182 ,1
-2900198 -3878109 6055409 6495613 ,0
9953 -22074 12191 ,1
-5199 -34601 8523 8069 ,1
7543323 -6060176 2475 -1759885 301189 ,0
-2342541 141394 2092817 6759672 -10651342 ,1
-157 3100 709 -5608 -629 ,1
10717 90916 -30992 -6617 ,0
780562 -138818 -280424 -361320 ,1
116512 -71788 -44724 ,1
-683573874 -409849182 102124447 991298609 ,1
22366831 -965400285 481000605 358658038 175441828 ,0
34040085 65814687 -7421009 -84858838 ,0
341425 -8596399 1881703 3300442 ,1
28306567 -3634518 40311070 -2050534 ,0
-429461616 -40446093 -262717893 -457528 ,0
607988 -217729 -390259 ,1
-1479380 -6250234 2757804 2524102 5128666 ,0
-32668 47617 -882 -14067 ,1
-998169 -10283429 591830 5363294 ,1
-626743147 382904718 14567522 ,0
31855846 -741525 -31114321 ,1
-374 3145 -2771 ,1
38005734 15668852 -38832762 -14841824 ,1
-488569556 -651415238 6694475 ,0
160540 -35014 -431359 -556488 472423 ,0
-888763170 78553301 685703775 274852519 -406582462 ,0
-526087632 -72025354 36396853 561716133 ,1
75984 -1983 4241 -29437 ,0
411458039 264424385 537400226 -965581712 ,0
-228995 -6966926 -7715084 3286323 5746728 ,0
521106 -636607 -297558 488643 ,0
-886931 744477 -1123843 785995 48000 ,1
-103123423 -232224120 533931597 -762225878 563641824 ,1
4549 -20729 -7217 69035 -38530 ,0
-405048859 -305603254 43450005 -6619150 642343560 ,1
-566270954 -548207309 -624753723 841911522 897320754 ,1
-52808659 -505724714 956199578 ,0
-3597 10071 -1223 -5251 ,1
940417717 -45367680 -332735141 552545054 -445549242 ,0
143048931 -796376176 -156308475 351112693 458523027 ,1
-36224 3375 58642 ,0
38838 -68413 13917 62313 -44830 ,0
-9457 6018 6380 -2941 ,1
790429105 -921025073 765444559 -699812146 64963559 ,1
13926459 -23761928 -3565184 ,0
268716988 -638073167 -285558115 654914294 ,1
4968912 4852585 -13455209 ,0
5974201 -237041 -9847 -5638683 ,1
-47295 91307 -55353 27971 ,0
864801 -252541 -303715 -308545 ,1
-40792 -88588 80220 80796 -5014 ,0
-2951 12 679 4549 -140 ,0
871821695 -323224601 546881757 -585215495 -105267930 ,0
-1406 6839 -49448 ,0
-611485 -475334 6528787 -3873297 72341 ,0
-34344 108848 -50149 ,0
-2004 -8 663 408 -4041 ,1
-952559485 597682689 -527895843 37538532 ,0
-47149427 30633211 1651621 ,1
-565030 -487653 -212298 1264981 ,1
66325856 -24475890 -41845966 ,1
-65717603 6631774 -88862555 -29398961 8927210 ,0
-324961 1335135 -1010374 ,1
21695718 -4024298 1329422 -19000842 ,1
-3985 12008 -3177 -6027 1181 ,1
10144124 -6435148 -4867152 -381282 ,0
-245134 -405950 180472 ,0
-35624948 -40943749 35874134 40694563 ,1
-77973369 6511491 72241849 -59388397 ,1
-101833 -546976 -264356 ,0
30598414 -52773003 -107134777 65691435 -20006281 ,0
-447634 -672206 821903 539602 678715 ,0
41920 -98925 28059 ,0
61434056 -80533159 19099103 ,1
405089 -5699106 -811273 1359422 100064 ,1
375035799 -543462360 198426561 ,1
-812910 -255741 967061 867769 ,0
-14417866 -8929980 54004220 -53762017 22505643 ,1
-635102 490737 527261 -147429 -148799 ,0
303694014 8986568 -173285852 -15936473 ,1
-105145 -656 244273 ,0
-40284 -18991 59275 ,1
-42018186 9287186 -97206284 ,0
-177805 1787663 -591505 -7141011 ,0
380294898 -109033786 -271261112 ,1
45553 613373 -567654 ,0
-2987 -5234 -816 10454 7584 ,0
-38796460 -711788675 69424267 ,0
-46562 -249891 -304779 449273 151959 ,1
-1491509 -5721796 5017754 115305 -2750911 ,0
6980871 -3800623 -6792927 -3668404 7281083 ,1
-910354 185524 419659 399003 -293832 ,1
-11963281 58747821 3619049 -50403589 ,1
33830 -8467 -25363 ,1
-297924951 -13567419 376086912 332211113 -670654996 ,0
49048 -10875 -91214 123629 ,0
8470556 -7417314 2946240 -4019482 ,1
-3075426 584672 -8665207 3255822 6900139 ,1
-5702331 81524517 -39685636 ,0
79381 -38779 -39424 -51405 -26818 ,0
38088338 -66987392 -60406205 89305259 ,1
774200996 39120804 -722503150 ,0
45823360 61148285 -14997786 -90973850 ,1
889282 1368810 50882 6047155 ,0
7182 3 -5527 -6394 10103 ,0
32717 24684 -41094 -69137 ,0
54622 31746 -79580 10631 ,0
35558194 -3470419 -72725364 106105645 34607987 ,0
-38922 -7100 -79953 ,0
-322485 603802 -85136 -430287 1000339 ,1
514456 -193012 93168 364353 -204878 ,0
5737 -65522 2493 -14350 ,1
6975 -3191 -3784 ,1
-43394034 -55362036 3178335 ,0
10338842 -18504 -2881883 109673 ,0
-1801125 3829752 4219896 221371 ,0
334565182 49561693 -384126875 ,1
-246 2069 -1823 ,1
23332013 -8594134 12325462 -68263639 -384920 ,0
9263660 -53250997 23987337 ,1
224 -87685 18862 -1723 -4167 ,1
-31202641 -2534457 18922857 ,0
-1518 -9584 93 -503 6690 ,0
923044 16980537 -738767 39527787 ,1
-4541 -5989 8483 -3398 5355 ,1
9780 -211 -34 -3470 128 ,0
787066 15324 -696258 -492410 148433 ,1
679579729 -873775491 194195762 ,1
50663541 -2780393 -103129155 2816186 -8599827 ,0
-76663511 367023760 -375465637 -89984085 ,0
-716474 367274 -204554 1003865 -450111 ,1
91707108 -716665206 748200495 -1121556 -637390809 ,1
-2120 -134005 -411138 5174 3206 ,1
3524931 -68280 4849003 ,0
751125151 38073316 -872728438 -7502425 -608967604 ,1
3138635 -355893 -4480613 -517674 -784455 ,1
162050 -2617279 -478548 1475327 ,1
456451334 -160647858 -295803486 ,1
802849 -760590 -55656 ,0
60188639 44088684 -4081955 -6409929 4309777 ,0
92864465 -54096589 -46307181 -48683147 68947518 ,0
-264515 -407802 672317 ,1
-503 -3916 5277 -858 ,1
3209288 -4157644 -7556488 8504844 ,1
342476 517465 124591 ,0
-7073293 -46915648 59928627 -19659420 13719734 ,1
8657 -10472 -5540 ,0
17138541 -43656499 43328497 -1681053 ,1
-317328535 334747049 448651920 60914957 276373944 ,0
80831 -24251 -56580 ,1
39986 37167 29317 -77997 -28873 ,1
10481189 -302275 -8655267 -4556276 3032629 ,1
-21875154 -4917802 36019724 ,0
78424 -29296 57852 -106980 ,1
27479114 -69667034 2506266 1536026 38141628 ,1
-46036134 52396258 1304043 -4392063 ,0
6695 5475 -8695 ,0
-6409437 -3098053 854888 545675 1106927 ,1
34583 -84158 49575 ,1
676480 36667 -206438 -9768625 5031530 ,1
-235 2812 -6075 ,0
9527 -4930 -4597 ,1
107544182 -791764361 -116257984 5634005 ,0
6033 163 -4808 ,0
766045 -437046 -175013 ,0
11426 -1425 152 -5863 ,0
88050 -43034 -4888 ,0
-41724508 -97629010 62936246 -33336726 21945219 ,0
-39597701 76745806 -45421982 -44753991 53027868 ,1
-5486 -1288 9224 -2450 ,1
137015 103020 -435399 -292767 488131 ,1
-2705623 5273961 -4088047 -122305 1642014 ,1
458175 2258977 -325889 -7066546 6151906 ,1
726084 8542458 -2275449 ,0
7778 19371 -95324 ,0
-1737639 -8071308 143617 5971902 4623760 ,0
25223312 760924466 -351467707 ,0
-4656322 446092 2140007 -3666622 736845 ,1
-2160 8 4290 -2957 ,1
73388240 -90663001 -3950708 ,0
-8674804 37954910 76470891 -13923 ,0
-1781 58223 -73287 -2766 4711 ,1
1020096981 -932709374 -75555446 29623184 -267929231 ,0
-58845 -12022 70867 ,1
-58526246 11617648 -32194963 -41422443 28725322 ,0
74907373 -47905656 -56480422 ,0
577 3356 -1871 ,0
-5444 -21449 7589 ,1
-49311655 57752002 -8440347 ,1
-343769 1002484 -658715 ,1
-10752192 5807748 -5001742 1999972 ,0
67028387 -26600297 -59213089 391464 ,0
-1367 2193 -3317 ,0
-8302 772565 -253915 -785731 ,0
-173664 808463 -138496 -496303 ,1
-134585524 82379636 -147794112 ,1
-4719 330621 -325902 ,1
-24757 -23105 -53069 23392 77539 ,1
-26354090 -10380313 -14365835 3593597 ,0
-79549333 426124800 -346575467 ,1
-6927 6352 -2578 ,0
-315713 53172 905062 -467878 -474643 ,1
-4703 84 -2143 ,1
225539651 -154703610 -185146502 114310461 ,1
296815 -162030 302633 ,0
-599273 -9549 245088 449655 ,1
1417199 2072153 -3083198 5702095 -6108249 ,1
12257189 582082 -5874953 -4786511 ,0
8238 -4035 39440 -10686 3358 ,1
-6762172 -7089970 7262255 ,0
461976098 277163469 -10365560 81220671 ,0
5758 -6937 5926 6935 ,0
7410821 -4714823 -9420206 ,0
2130 68270 -684832 ,1
-72855 88928 -16073 ,1
-230472 370908 99979 ,0
-621 26216 -25595 ,1
93142256 -69610932 117462509 -71841423 -45277833 ,0
-1117 -5159 -1422 1944 -1529 ,0
-1665 -1742 4950 1808 -3351 ,1
-40 8686 -5346 ,1
-5021759 41386 3680373 ,1
886145 -809501 536639 -76549 215189 ,0
-255189 -1867 231591 210324 ,1
1890 -2706 -5404 1886 ,0
-34006 865632 91552 -844627 ,0
350943 -318255 -717672 68558 ,1
3485226 58827344 385531 -6064411 20218791 ,0
-271 -1700 33 -28 ,0
-51163772 -1998872 11513133 44786979 86862532 ,1
-3825 -2829 6654 ,1
51406680 -28307535 37219112 -14745696 ,0
96500518 -295148243 338821503 -752287958 61211418 ,1
-207 -3917 9160 ,0
-285473 -297571 337897 45147 ,1
210148 -13204 -4036 -724665 ,0
-467192270 293420071 169620877 11247957 -108328257 ,1
104035 -294671 -745685 ,1
-73868766 41707438 -38227906 46794346 23594888 ,1
-4879527 -5497146 3897997 5030353 ,0
6196635 6404980 2823291 -4227792 ,0
2267 4891 -7158 ,1
28380339 -5368201 -39924627 32787488 16236713 ,0
8104 1637 -1715 -3924 -102 ,1
104906 386892 52225 -7019 ,0
3793 -1330 -8143 5680 ,1
8833038 -7267923 680820 -7456535 2211355 ,0
-199245800 -695198639 279522587 61492184 ,1
5029146 -5047822 217350964 242667712 ,1
200131 -6348084 1085783 -4709877 ,1
-4402497 405258 2292086 9886630 -8231477 ,1
8436 -72644 -63435 74857 22786 ,1
62693266 -8531068 49787207 -76990842 ,0
55025 523888 -243178 -351739 ,0
-31384 134905 -103521 ,1
36145397 501571907 -741593127 -496204177 ,1
-160130 524435 -298854 ,0
-3932 3387 6086 -5541 ,1
-552830315 554239232 -1108917 ,1
-20588 39675 -217 -1248 ,0
-538373040 395616838 773220867 ,0
-79693677 14133294 -79482377 86064754 98777588 ,0
-36876221 56240199 62180211 ,0
400968820 10108427 -458174009 116132495 -269035733 ,1
-372 -9 959 ,0
-658700 -601237 13229032 ,0
5531820 -25129015 -38813354 60157261 -82342682 ,0
8991654 -60294303 51302649 ,1
-2546 -85 5652 -2251 ,1
57776 -29504 -61149 ,0
437220828 500802266 -799756083 ,0
-657 -9180 1837 ,1
-2428 -4808 1146 ,0
965317111 -821724214 -274756 -63318141 ,1
-57291 47759 -7106 ,0
-584185 215291 -35770 209222 ,0
-2813 2508 1310 -1005 ,1
-861732899 -548836210 607548526 803050583 ,1
78652 -76992 33970 -71281 -69519 ,0
86834811 57262537 -5397524 -70256676 84976132 ,0
6354170 -4384061 -5483674 1037961 ,0
1151 5928 134 -12389 2059 ,0
-81318834 -900377 73139 65446722 ,0
-46615277 858105 62251995 ,0
-338 -375 -2859 5921 ,0
51904 12698 -108275 ,0
-672492 -545075 531560 68300 ,1
65051 21499 -33037 -5351 ,1
7608 -5939 -48215 ,1
7646 7028 5452 -4302 -3610 ,0
-102766 3590 -256258 ,1
86057444 -170069916 559200552 ,0
47342 48963 -12611 6338 -90001 ,0
-512304023 7501703 -220515113 -297597329 255399428 ,1
425886 855590 -2325241 -2437659 ,0
-2734 -174758 397492 ,1
-505684 -441096 931277 -881576 897079 ,1
-4829805 4943816 -14011 ,1
3561 -8204 -2457 169 ,0
-58702206 5451975 47824557 -1457432 ,1
-64641537 185248 1956289 ,1
-3949808 -89342 -4331508 2083543 -2995800 ,1
-20118471 -78539175 9717499 5894014 ,1
-60599 283478 42009 -222275 124704 ,1
57245 -65000 431 -3460 ,0
469510 -379873 -485476 1103565 -705726 ,1
-5472 61220 -17468 -3831 ,1
-78064544 52886409 19516854 2449504 -32740635 ,0
-854813344 -4102290 858915634 ,1
505373832 109055951 -587558530 -26871253 ,1
